,UserID,NewRating,OldRating,User,ReviewDate,Review,ReviewHelpful
36,37,5.0,9.0,kjproulx,2023-06-21,"It feels good to be able to watch Pixar films in theatres again. I've felt bad over the last few years for the studio dumping them straight on Disney+. The animators and filmmakers made their films with the mindset that they would play in theatres. Last year I loved seeing Lightyear on the big screen and now, Elemental has hit theatres and I think all families should watch this one. Here are the reasons I loved watching this film and why I believe others may as well.Ember and her fire family move to Element City, where all elements live in proximity to each other. Water doesn't mix with fire, fire puts out plants, and so on. The underlying idea that elements don't mix is all about how living with other races shouldn't be an issue, to begin with. At the core of this film though is an immigration story of a girl and her parents who move from their hometown for a fresh start and build a shop. One day, her father wishes for his daughter to take it over, but after falling for a water man in Wade Ripple, she may not want that same dream for herself. This film becomes a forbidden romance story and I honestly can't think of a more creative way to teach kids these lessons.From beginning to end, this film is filled with gorgeous animation (and that's probably the hundredth time I've reviewed a Disney or Pixar film using those words) and the emotional core never missed a beat. I was thinking it was a fairly well-done story until the emotional payoffs which ultimately took me over the edge and had me loving it as a whole. The fun montages, underlying (and great) political messages, fantastic characters, and the terrific family story, were all ""elements"" that had me falling for this film. Sure, there are cliches sprinkled throughout, but I'm getting to the point where cliches in films don't bother me anymore if they're well done.Sometimes a good family film with a heart of gold is what everyone needs and I couldn't get enough of this one while watching it. I don't consider it one of Pixar's best films, but it's one of the best in a few years. It seems that not many people are flocking out to this one, which is a shame because it's more than just a visual treat. If you're in he mood for a great emotional story or jus want to take the family to something everyone can enjoy, I recommend it be Elemental. I had a great time with this one.",3
37,38,4.0,8.0,Entertainmentsparadise,2023-06-18,"Elemental, sheds light on complex societal issues of discrimination and prejudice.Personally, I adored it. Rather than using race, gender, class, or sexual orientation, this film employs elements as an analogy to convey its powerful message. With phrases like 'elements don't mix,' 'marry fire,' 'you don't belong,' and 'go back to Fireville,' the movie speaks volumes about the treatment of individuals, particularly in America.Drawing from my sociological and educational background, as well as personal experiences of discrimination and racism, this film hit close to home. It beautifully portrays the struggles faced by parents who cling to tradition, preferring their children to stay within their 'element' and culture, rather than taking risks and learning from others. Element delves deep into these profound themes, cleverly hidden within an easygoing film.The story revolves around Ember, an elemental fire woman, whose family migrates to a metropolis brimming with diverse elements. The prevalent notion is that elements should remain separate, as fire is hot and destructive. However, Ember dreams of continuing her father's legacy, and despite occasional bursts of anger, she develops an unexpected relationship with Wade, a forbidden water man.The love story unfolds in an endearing manner, relatable to anyone who has experienced a relationship with someone from a different culture or upbringing. It masterfully captures Ember's emotional journey as she visits Wade's water family, who ask awkward questions and make statements about never encountering a fire element before. The dialogue resonates deeply with first-generation individuals from various backgrounds, who come from humble beginnings and date those from more affluent families. The cleverly crafted dialogue makes you pause and think, 'Did they really just say that?' The love story culminates in emotional progressions and a heartwarming portrayal of how families navigate the concept of marriage.While the movie provides moments of laughter and witty wordplay, I yearned for more exploration of the other elements and their personalities.Ultimately, Element is a resounding success, teaching us about discrimination, cultural norms, and love, while evoking a wide range of emotions. It delves beneath the surface, leaving an unexpected and deeply satisfying impression. I wholeheartedly recommend watching this movie; you won't regret it, especially if you're a Pixar fan.""",4
38,39,5.0,9.0,kaysm-71213,2023-06-18,"I decided to see this after watching a review saying it had excellent 3D. I'm a big fan of 3D when it's done right, and trust me when I say ... they got this one right. It was like a 3D symphony. During one part, a mother sitting to my right was so enraptured that she was sitting forward on the edge of her seat in awe. Yes folks, it's that beautiful.The story was simple and sweet, but definitely with enough jazz to stay interesting. The different type of animation that they came up with lent greatly to the 3D experience, but it was the Pixar magic that kept it at its finest. Soft shimmers of prism exuding in a 360 degree effect that makes your jaw drop. When Ember flared she seemed to fill the room. There's a part in the middle that breaks down into an ethno-techno wizardry that has to be seen in 3D to be believed. It was so beautiful it almost brought me to tears. And I did cry, to the story, at the end. Pixar strikes again.I saw an ad saying this was the 3D movie of the summer. 200% agree. On par with the 3D of Inside Out, if not slightly and magically more.",9
39,40,3.0,6.0,Lomax343,2023-06-20,"Perhaps they're a victim of their own success, but audiences have come to expect the extraordinary from Pixar. This time they fail to deliver.Elemental is not a bad film, unless it's compared with the string of masterpieces Pixar has produced in the past. This is tired and tiring by-the-numbers stuff. The animation is admittedly superb, and there are a few good jokes (thought-bubble probably being the best) but the plot (another lame re-hash of Romeo and Juliet) is painfully predictable; and it's hard to warm to any of the characters (that wasn't a pun, even if some of the character are made out of fire).For the first time in ages, the main film is accompanied by a short - featuring Carl and Doug from Up. It was more fun that Elemental.",2
40,41,4.0,8.0,zoyey,2023-06-20,"I've just watched it on a rainy night but it really entertained me even with my wet shoes! No matter what other media say, it has the familiar feeling pixar brought to me when i was a child, the kind of creativity, story-telling, and fabulous portray of an elemental city. Some may deem the plot as cliche and soup with draped with immigrant issue, but i think that make sense in a way director sohn want to tell and discuss in his movie. The most important, the reason i choose a pixar product is never want to be teached something at a cozy night, it's unfair to judge an animation for all-ages out of its depth, meaning and all, just enjoy it!From that point, i think this movie has made it.",3
41,42,4.0,7.0,subxerogravity,2023-06-19,"Visually the animation was really good. Literally Elemental was brilliant to watch. Also, have to admit that I was not expecting much from a movie about fire and water falling in love. Disney has always made movies for children in which they teach them to do whatever their heart desire through the story of a creature or an object that really should not or can't change it spots. Now they've picked the elements.Elemental has more in-depth story about Immigrants I was not expecting in a DisneyPixar movie. It was not hidden at all. Neither was the romance between fire and Ice which I was very different for these movies.It was so different from what I expected, and it was refreshing.",2
42,43,5.0,10.0,arielsiere,2023-06-20,"When i saw that movie in theatres i was really looking forward to see it, the characters are all likable including Wade Water and Ember Lumen they have one rule which is that elements don't mix, the music is pretty cool and there was even a cameo in Lightyear when we see Wade as watter bottle on a vending machine I even saw the A113 on a door but i couldn't find an easter egg for the new upcoming Pixar movie called Elio wich will be in 2024 the next year, the best part of the movie is the song called Steal The Show it was a nice movie i saw along with The Super Mario Brothers Movie, Guardians Of The Galaxy Volume 3, John Wick 4 and Guardians Of The Galaxy Volume 3.",3
43,44,5.0,9.0,MatthewMichaelHoffman,2023-06-20,No comment,2
44,45,1.0,2.0,elizabethjeanhampton,2023-06-20,"""Elemental"" is the latest in a series of disappointing movie and television decisions that the Pixar entertainment giant has made this year. The movie story had many storyline holes and plot weaknesses which confused the audience with disjointed scenes (which might have been fixed with some good editing). But alas, another Disney  Pixar bomb at the box office.The characters in the movie did not have the depth & consistency as previous Pixar movies. I am hoping the Disney and Pixar get back to their prior creative movie making versus the disappointing mess with ""Elemental"" that the entertainment giant has made this year. They need new creative staff!",3
45,46,4.0,7.0,PrinceCharmingHere,2023-06-17,"We took the kids to see this on Saturday, there were five of us in all plus grandma. We were so excited to see this and the message and animation did not disappoint. Such a heart warming message, and I'm sure we haven't laughed so much during a movie in forever, hehe! Even grandma chuckled and said this is has become one of her favourite films of all time, and she's a hard nut to crack, hehe. I don't understand such hate this movie is getting. It's Pixar! They can never do wrong. People just like to complain and be hateful. My kids cherished this movie, and that's what mattered. They said they want to see it again and again forever. I hope there will be a sequel! Such a fun movie, hehe.",0
46,47,5.0,10.0,FuriousFudanshi,2023-06-20,"This movie was hardly advertised but I feel that if it was and more people give it a chance then I think most everyone will like it. If you are a fan of Animated Movies then you'll likely enjoy this one.For me, I had a lot of fun. It was really fun, the characters were not only funny but relatable. It's pretty easy for me to get annoyed with characters in anything really. So they have to have reasons for their actions, why they are acting the way they are, which this movie does well. Elemental gives the characters realistic reasons as to why they act the way they do. At least for Ember.Ember feels like a character I would hate if she wasn't written well, but they did amazing with her story. And the same thing with Wade. Though he is a cry baby, he is a character willing to stand up for what he believes in without fear. Both Ember and Wade balance each other out, which of course was the main focus.Yes, this is a story that has been told plenty of times. But that doesn't mean it can't be enjoyable. I hope more people give this movie a chance.",3
47,48,4.0,7.0,ericgoldberg-50159,2023-06-20,This movie is well done overall. The story is entertaining and the animation is very good. It shows that opposites attract in beautiful ways. It also shows that we need to follow our dreams no matter what. I have to say Pixar has been making really good movies for a long time and this is another one. Even when other movies disappoint Pixar shines through. This movie is great for kids and for adults who are kids at heart like me. It is bright like fire and soothing like water. I hope Pixar keeps making movies like this that are fun for the whole family. Good stories with strong morals are hard to come by in this day and age.,1
48,49,5.0,10.0,idontknowanythingha,2023-06-20,"It has amazing graphics and an amazing story I love this movie. The way the story is told is just fantastic! The way it deals with real life problems is glorious! I can't believe people don't like it. The love and friendship that forms between Wade and ember is great! The characters are well developed. And it is funny, the dialogue is great. I'm sure over time people will begin to love the movie. Everyone has taste for movies whether it's comedy, romance, Sci-fi, K dramas ,horror, and many more. The movie is good and that's what I believe. I can't think of much else to say but it is a great well designed movie.",4
49,50,4.0,7.0,bastille-852-731547,2023-06-17,"There's no question that Pixar has produced some of the highest-quality animated movies of all time, from classics such as ""Toy Story,"" ""Finding Nemo,"" ""The Incredibles,"" and ""Up."" While this film certainly isn't at the upper tier of quality that Pixar films can achieve, it's a solid animated film overall that blends creativity and a heartfelt sense of earnestness. It won't stick with you forever, but it's still far better than most animated films released today. It should generally work well for families with younger kids, and should also scratch the itch of nostalgia at least somewhat for teens and adults who grew up with and loved Pixar's earlier films.This film is set in Element City, a fictional metropolis with anthropomorphic fire, water, air, and land people. It centers around Ember, a young fire woman, and Wade, a young water man, who both share a deep affection for each other despite societal values discouraging mixing and further interaction between those of other ""elements."" As can be expected from a Pixar film, the animation is beautiful on both a conceptual and an artistic level. Element City is beautifully laid out and analyzed, and a clever amount of thought is put into the metaphysical properties of the world and the different ""element people."" For example, scenes of water people ""crying"" are used as a hilarious and cunning punchline. The world-building complements the story as it provides greater context for why characters came to Element City and what their day-to-day lives are like within their respective section of the city; these routine intricacies are wrapped up within the film's greater plot and its allegorical messages concerning immigration and the dangers of xenophobia. These messages can sometimes come across as a bit heavy-handed, but still contribute to a story with just enough emotion and heart to get the job done. Despite the clever concept, ""Elemental"" could have used a more significant and substantial plot with greater narrative cohesion, as the film seems a bit lacking in story (and what story there is fairly generic.) This would have helped elevate it to a higher-quality tier of Pixar films. The plot concerns are at least somewhat offset by the engaging characterization and use of setting, tone, and.a beautiful animation styleaesthetic, but they do mean that this film cannot achieve the outstanding level of quality merited by Pixar's better films. That said, this is still a good and entertaining film that I generally recommend. 710Note: I saw the film in 3D. The quality of the 3D was rather good, with significant amounts of visual depth in key scenes.",2
50,51,4.0,8.0,matthutsonmovie,2023-06-16,"Pixar does it again with Elemental. It's a pretty well-balanced movie with an unlikely story of connection between fire and water.The story follows the main character, Ember, who is a first generation daughter of immigrants who struggled to make a name for themselves but succeeded in the imaginary city where all of the elements live in harmony with each other for the most part. The father wants to pass on the fire shop to Ember and she seemingly wants to follow in her father's footsteps. However, she encounters a problem where the shop is about to be closed down due to 30+ violations in regulations.She has to set out on a mission to save her father's shop, discover herself, and discover true love despite their elemental differences.The writers and director of this movie did a great job of making the world seem realistic. It's reflective of immigrant families moving to different parts of the world and trying to set up a new life for their future generations. As we get to know Ember and her family, we can see the struggles that she goes through as a first generation of an immigrant family. Does she please her father by being a good daughter, or does she do what she wants to do despite the fact that it is not exactly what her father intended?",6
51,52,5.0,10.0,JakeLizarraga,2023-06-17,"Elemental is not the first Pixar movie I've watched, nor is it the first that's made me cry. The animation studio is known for producing tearjerkers like Up and Toy Story.However, I found Elemental to be much more relatable.I don't know what it's like to be a widower or an abandoned toy, but I do know what it feels like to love someone so much yet not know if you'll get to keep them.To feel so lucky that they're in front of you but terrified that you'll lose them because they give into their family's wishes instead of choosing what will make them happiest.At a base level, this film hit differently than any other Pixar movie primarily because of how relatable it was (at least for me).It was so similar to the origin story that my fiancée and I found ourselves in during the early years of our relationship.Hurting each other's feelings - because we were ourselves hurting - yet refusing to give up on each other because of the distinct sense that we had something worth fighting for.In summary, Pixar has once again managed to juxtapose hilarious scenes for kids to enjoy with a deep and relatable narrative for adults to ponder.",8
52,53,4.0,8.0,Mishutka22,2023-06-19,"Elemental is a wonderful story with mesmerizing animation and art. I wondered how 3d animation could be improved or how it could impress me more. And ""Elemental"" did it. A charming love story in the world of ""Elements"". Pixar did a wonderful job to find the source of narration throughout elements. Actually, we don't get the answer why elements cannot mix and what's the ""chemistry"" after they are mixed. I mean that there is a problem of relation of the audience themselves to elements. We understand Embers beliefs, moral choice and desire, I can recognize and relate myself with her, but I cannot compare myself as an element in ""Elemental world"".And somehow I can judge animation by how my daughter is engaged watching them. ""Luca"" - 40 minutes. ""Wall-E"", ""Ratatouille"", ""Toy Story 1,2,3,4"", ""Cars"", ""Incredibles"" - several times in a row, ""Turning Red"" - 25 minutes, ""Encanto"" - has fallen asleep, ""Lightyear"" - 10 minutes, ""Elemental"" - 30 minutes.My humble opinion from a guy who is not an expert how he would improve this story because for 60 minutes I didn't actually sympathize or empathize much to characters. Even if I recognized myself in Ember. Why? Let me try to figure out. This is the second ""love story"" from Pixar. ""Wall-E"" was a science-fiction (science-feature) movie with a love story permeated by mythology: Odyssey (returning home) and Adam and Eve (Wall-E and Eve, whose love returned life and humanity on Earth). This synergy and transcendence of genres helped ""Wall-E"" to become a world cultural heritage (like the quoted there Van Gogh). I was expecting in the second act that this love story would be filled with a detective line about a hole somewhere in the waterfront. But actually it didn't happen. I don't want to say that creators must satisfy my expectations, but there was no alternative. I think that all storyline of becoming Ember different and accepted by her father could be much more strong and dramatic if this love story and fantasy would be transcended by detective line. Because the detective line could solve other unsolved problems with justifying, explaining and engaging ""The Element city"". Because what the point in ""The Element city""? Why is it so attractive? Why this hole appeared and no-one really fixed it? I think that the Pixar's best detective line was in ""Monsters inc."". I won't explain how there the detective line justified Monstropolis and made it natural. Because the story of returning Boo (exploration of the truth) united all storylines, all characters arcs, all events and changings and put much (huge) pressure on the protagonists and the audience. And helped to create and reveal big philosophy through the layers of thoughts. I know, that comparing the movies from post Lasseter-Catmull-Jobs era with Lasseter-Catmull-Jobs era is annoying, but I tried to show an example of narration. Because there I really didn't get ""The Element city"". It is not conveyed. It's just beautiful and... beautiful. So that's my view on why ""Elemental"" lacks of drama energy and strength for storylines.Thank you once again for such astonishing art!",2
53,54,4.0,7.0,jackson_ro,2023-06-18,"Not Pixar at it's best, but a middling film that represents the brand well and keeps hope alive until the next one. Elemental tells of a story that has been told a million times but in a world full of elements (no pun intended) that is creative and fun. I feel like so much could be told outside of ember and Wade, perhaps the film will work better as a series for the future much like what they have done with Zootopia. But unlike the Zootopia film, elemental simply has a weaker story and a weaker cast of characters to make the film more memorable. The film focused too much on the notion that elements don't match but at times loses focus on the other less featured elements.",1
54,55,4.0,8.0,andrewchristianjr,2023-06-22,"A beautiful picture with a great parallel to immigration and a stunning coming of age story with self discovery and pursuit of personal ambitions. I genuinely think this is easily one of the most romantic movies from Pixar and fans of romantic comedies in general will be delighted. The movie is so undeniably sweet and heartfelt. All this boosted by the colorful and unique animation makes this a movie that is one of the better entries from the studio in the last few years. I don't think it is among the best of Pixar, but that is an enormous ask of a studio that has given us so many all-time classics.",0
55,56,5.0,9.0,erincarrott,2023-06-16,No comment,6
56,57,4.0,7.0,beauthegeek,2023-06-16,"It may not be as great as Spider-Man Across the Spider-Verse, but Pixar's Elemental has emotions, romance, humor and a valuable life lesson that all ages can relate from. Beside from the realistic things, this movie overall has beautiful animation and a fun plot. People will find some of the jokes funny, but this film focuses on a more serious tone. It will still be fun for kids, and will have some cute moments. Pixar and Disney have made another good film, and hopefully Wish and Elio will be pleasant too. This is worth a weekend trip, go take some friends for a film that you will (probably) mostly enjoy.",4
57,58,5.0,9.0,taylandeng,2023-06-17,No comment,6
58,59,5.0,10.0,nevrentz,2023-06-16,No comment,6
59,60,5.0,9.0,gutmaniseliass,2023-06-17,No comment,7
60,61,4.0,7.0,tired-sparrow,2023-06-19,No comment,2
61,62,5.0,9.0,leviann,2023-06-21,No comment,3
62,63,4.0,8.0,lauramguerard,2023-06-18,"Elemental is a beautiful display of art, and a heartwarming, tearjerker of a story. I love that it is clean, nonviolent, and imparts several positive messages. This is one of the few films I've seen from the 2000s that feels so positive overall. I left the cinema feeling revitalized and optimistic. Elemental hits a lot of familial tones and watching it together was a bonding experience for my son and me. It also elicited thoughts of my relationships with my parents and fond memories from childhood. The visuals are incredible and raise the bar, especially watching lovely flickering Ember come alive so fluidly.",4
63,64,3.0,6.0,iamianiman,2023-06-19,"Yes, our first thought when we saw this film was that this is a twin of Inside Out. We just got the vibe looking at the poster. And watching this film really reminded us with it. They were some similarities but we're not saying this is a rip-off, it's far from that. If Inside Out lives inside the brain of a person, the characters here actually live in their own-built world, civilized and cultured just like we live on planet Earth.It puts a smile on our face knowing that we still have some originalities left in the creative team department. As far as we're concerned, Elemental is much likely an original made film, with a brilliant concept that helps viewers to understand what it means to coexist with others who have different ideologies, interests, skin colours, races, and ethnicities.It follows Ember, a fiery young woman who lives in a city where fire, water, land and air residents live together. After an incident, she meets a go-with-the-flow guy and together, they embark on a journey of life, friendship and possibly, love. Reading the synopsis, you would think it's a run-of-the-mill movie. Well, the plot is nothing special, you may even compare it to Romeo & Juliet but the concept itself is what made the movie different from the archive. An animated movie with four different living elements? Count us in!Aside from the original concept, we like that there's something for all of us. Something that each of us can get from the movie; both children and adults. It's more relevant now than ever. As a viewer, you get a lot from this; you'll learn how to coexist with others and of different races, navigate interracial relationships, immigration, and cultural appreciation amongst others. For children, they will learn how an element reacts to another element in the context of chemistry.Bringing the subject of chemistry, they are a lot of chemical processes, formulas and reactions that are brought in very creative ways. They constantly show us how chemistry works visually and verbally like how fire and water reacts and if oxygen is important for Ember to live. This will be so much fun for viewers. Even if you hate chemistry (like we do), we promise you that you will enjoy all the 'fun facts' bits here.Not only that, the characters associated with their elements fit nicely into who they are supposed to be. An example, Wade is a soft-hearted guy who loves to cry because he is naturally water which sums up the logic that goes with water. His whole family also loves to shed tears. Ember easily gets angry because she is fire. It's entertaining when you get to see they think, feel and do based on who they are.But here's the thing, because the main characters here are Ember (fire) and Wade (water), they kinda ignore earth and air. We felt like they didn't have much screen time and they're just extras here. Should they be more scenes with them, this movie could have been better. They spent so much time on fire and water that they forgot the existence of the other two. Supposedly, they could have them be neighbours or friends, showing what it would be like if 4 of them interact with one another. It would have been so much fun.It also didn't take its time to craft its world-building, the details of the surroundings and how all these elements come to be civilized. Of course they did at times but there was just something that left us unfulfilled. Somehow, we felt like we saw only a part of the world, like it was not explored down to the ground. There wasn't really exposition of the history of the world and how it came to be.But Elemental has an overall good storyline and comedy as it follows the story of Ember and Wade and the journey that they go through together. Yes, the scope could have been better and the script could have been polished but the film itself is quite engaging as their personalities are what kept the story alive. Oh and also, we could see that they use two types of animation here. While everything is clearly 3D animated, the fire community including Ember has a 2D-like animation style that is just gorgeous to look at.Verdict: While it is far from the standards of the best Pixar movies, Elemental champions itself with a well-made concept, an interesting cast of characters beautifully hybrid animation and 101 lessons catered for both adults and children. World-building and the almost-forgotten existence of Earth and Air communities may be the problems, but what really saves this movie is its intelligence in bringing the concept to life; showing the unique elements you wouldn't usually get from other worlds.",0
64,65,5.0,10.0,dspaincat,2023-06-19,"Just watched it!Why all the hate?I cried at that one misleading scene.You'll understand if you've watched.Some kid asked what it was that Ember's mom said out loud...
Everyone laughed.The scenery, animation, voice actors, and jokes were all amazing!!!The scenery reminds me of Coco or Encanto!Another hit for Disney Pixar!!!I signed up on IMDb just to rate this!Please, don't judge a book by its cover, don't automatically assume this movie is going to be a bust, it's really not. I do this a lot and I'm proven wrong!!This movie is just spectacular!!Amazing movie!!!1010!!!!",5
65,66,3.0,6.0,bricejackson317,2023-06-21,No comment,2
66,67,5.0,9.0,smdumond,2023-06-19,"Elemental looks like a cute idea on the surface. Much like Cars, it looked cute, but I did not expect the emotional depth of the film. It really hits home about family relationships as well as giving new people a shot, even if first impressions aren't great.The social commentary the movie makes is poignant without being a particular word that will get your review blocked on here because this company is the same word; you feel the meaning without it being shoved at you and pulling you out of the story. And the story that is shown is fresh, something Pixar could teach the rest of Disney's film departments a thing or two about.The sly humor, visual beauty, and heartfelt story make this the movie of the summer, if not the year!",2
67,68,5.0,9.0,vanlalduhzuala,2023-06-19,No comment,4
68,69,5.0,10.0,ypyxffpzv,2023-06-16,"It is an amazing cartoon! Pixar always makes good stories and wonderful animation!! I don't know why people and critics give such low ratings. I don't care, the truth is I always be supportive for the works of Pixar. Love story of water and fire element touched my soul. I even cried at one point. Good humour and soundtracks, I really enjoyed it. Pixar isn't afraid to include life and death in his stories. Everything is just the opposite, they perfectly combine them. They always have fresh plots. So what, that this is possibly a cliché. But it's still very different from other clichéd stories. And because of this, Pixar stories are loved by a hundred people in the world. So, TISHOK<3.",6
69,70,5.0,10.0,rdcftqcmv,2023-06-19,"It was a film that relied on Pixar's storytelling, but it delivered incredible lessons to both children and adults. I expected it to be longer because it was a film we had been waiting for a long time. However, I think they want to create a new story for the second film.The animation quality in the film was quite high with the use of new technologies. It was a great opportunity to showcase the talents of the voice actors because you needed to feel many of their emotions.It seems like a mix of Up, Toy Story, and Finding Nemo. The details they share with us during the transitions between stories make you feel like you're part of the film. I would have expected some characters to have more depth, but it appears that time constraints may have hindered that.",3
70,71,5.0,10.0,BrianRubiano,2023-06-17,"Elemental is an inspiring film that celebrates the beauty of our differences. It reminds us that the diversity is what makes us complex yet an important part of a society. Through the struggles faced by the characters in the film, we see the challenges of blending different cultural traditions and customs, and the importance of preserving cultural identity. The theme of overcoming odds and generational trauma is deeply intertwined with the immigrant experience portrayed in the film. It offers a poignant reminder of the resilience and determination of immigrants and their families, inspiring us to embrace diversity and follow our own path towards success.",5
71,72,4.0,7.0,GryeD,2023-06-22,"I did not have a personal interest in this movie, I only watched it due to some spare time.Like the other reviews are stating, I whole heartedly agree its just ""all right.""I wasn't as emotionally invested into this film compared to some of the other iconic Pixar movies. Elementals lacks that grand pulling effect some of the earlier movies always had.That aside, Elementals what it lacks in ""pixar power"" makes up for creativity. There were several instances across the movie where I was impressed with how creative the elementals did things. Its more of like ""Hey that is really cool, I didn't know you could do this with fire and that with water."" You could also see they incorporated a good number of scientific rules with the elements, that's something I greatly appreciate.Now for the story, well, it was all right. It's just the usual love story featuring two people from different backgrounds. I will give bonus points for the very fluid animation. The designs may not be appealing to me, yet the movement of the elemental characters spoke for itself.But yeah, Elementlals is all right, not a must watch, but a good dive into a different Pixar World.",0
72,73,5.0,10.0,tracealen,2023-06-18,"Look I'll be straight up about this movie. Carl's Date first of all. EVERYONE was crying. That was wicked to see how Carl and Dug turned out in the short. PHONOMANAL. ELEMENTAL on the other hand. It's a story about love, fatherhood, immigration, and so much more. It's beautifully written for a love story and honestly keeps you on your toes a bit with the wonderfully amazing world of Element City. You can watch it with at least nothing in mind about what this Pixar Film is also. Again, beautifully choreographed script and story, Especially how it's laid out. Saw it in 3D and the artwork just POPS out right outta the screen. Take your kids, your wife, your crew, ya boys 😂. It's a journey anyone would get a kick out of. ALSO they are some Adult Humor jokes in the moive too so look out for those cause they will absolutely have you laughing your ""ash"" off 🔥💧💨🌍",4
73,74,3.0,6.0,Taps06,2023-06-23,"I came into Elemental expecting it to be a basic, but not badly told story. After watching it, I was right. It was pretty decent.The movie follows Ember Lumen planning to follow her family's footsteps, but in the processes meets Wade Ripple, a go-with-the-flow guy. Along they way they realize how much they have in common.Once again, average story, but nothing too bad. The characters are fine, the plot is fine, the visuals and score are amazing, but that's typically a Pixar given.I do think it's a really cool idea for the director to tell his own story through these elements, and I can definitely see the passion behind this film. It's decent, and I think it's worth watching at least once.",0
74,75,4.0,8.0,onjgrills,2023-06-20,"I went to watch Elemental expecting to see a beautifully animated movie that lacked a proper story, but honestly I was surprised.Elemental was a beautiful movie to watch, with a gorgeous soundtrack to back the art and animation seen. The story and characters were amazing with plenty of scenes mixed in to both make me laugh and cry throughout the whole production. Not only that, but there was a clear amount of thought and intelligence that went into the development of the film with how the different ""elements"" of the characters would mix with the world they are in such as how water characters, such as Wade Ripple, would phase into and join with the water of the world.A lot of the movies I see now, especially animated ones, seem to be following a pattern of the studio wanting to show off how beautiful their animation styles are, therefore taking away extra precious seconds from the story that are needed to make amazing movies. Two other animatedheavily CGI'd movies I watched more recently were Avatar 2: Way of Water and Spider-Man: Across the Spiderverse, in which I felt like both movies spent too much time showing off their stunning visuals and animation, and unfortunately forgetting to focus on the story. Looking back on some of the classic Disney movies such as Snow White, Cinderella (1950) and even more modern films such as Tangled, the art styles were much more simplistic but carried amazing stories along with them. Elemental itself fell victim to this new trend with some short, snappy scenes feeling like they should have just been that extra few seconds longer to really make this movie truly spectacular.This is one of the few movies I have seen recently I definitely want to return to the big screen to rewatch which is what gives it an 810 for me.",2
75,76,3.0,6.0,inazumaarion,2023-06-22,No comment,0
76,77,5.0,10.0,camillescruggs,2023-06-21,No comment,2
77,78,4.0,8.0,mbaker81,2023-06-22,"Putting some of the reviews about this film aside for a moment, this was a wonderful film filled with some of the absolute best characters providing a strong connection throughout the film. DisneyPixar voice casted extremely well. No character disappointed whatsoever.Without spoiling the deeper meaning of the film, there is no other lighthearted film like this showing us a devastating parallel to our how we view, judge, and treat others today while providing a gleam of hope that there is a brighter side of the world we can embrace.With that said, the reviews I've read so far provide a negative stance about the storyline and visuals. Perhaps this storyline has been retold but so has everything these days with multiple Spider-Man movies with the exact same storyline and most other films being retold and recycled and updated for today basically. This film was not that!This film provides hope and meaning for a better future with a beautiful story and with the best characters. Art comes in many forms. This film provided us a gift that should be commended.Lastly, The visuals were very detailed with Fire and Water and an entire city. Not sure what to complain about. You cannot compare what they did with Spider Verse to this. It's a totally different approach to filmmaking. Let's go people - enjoy this heartwarming film allowing us time to realize we aren't that important individually and better together.Only gripe would provide a spoiler alert but let's just say some of the characters' emotions were exaggerated a bit.",0
78,79,2.0,4.0,wrenschaalje,2023-06-22,No comment,0
79,80,1.0,1.0,samtailortayo,2023-06-25,Mais um filme que se perde antes de começar. E quando começa não sabe a onde ir e como chegar .,0
80,81,1.0,1.0,jlittle1404,2023-06-24,Please stop all of this garbage. Blah blah blah not a good movie. Everyone hated it. The flash movie  was great fyi.,1
81,82,1.0,1.0,Natsu2006,2023-06-24,"Terrible movie, pixar forgot the imagination, there is nothing original about a cheap copy of intensely.",2
82,83,5.0,10.0,Bananawanker,2023-06-24,"Always hilarious to see whack job conservatives thinking that weaponizing the word “Woke” will actually do anything at all.The movie itself is very good, always a joy to watch Pixar films.",0
83,84,4.0,8.0,alanpotter17,2023-06-24,"Undeniably, PixarDisney remains visually amazing. And considering the diversity of colors needed here, since it works with elements of nature of the most diverse possible, and still within a very element work the",0
84,85,4.0,8.0,GLADIADOR,2023-06-24,"Exciting, fun and some funny moves. This new pixar movie wins your heart and fun at the same time",0
85,86,1.0,1.0,kiwijinxter,2023-06-23,"One day Disney WOKE up and everything literally they did turned to meaningless crap. Like almost all recent Disney (and Marvel and Star Wars) crap, this is yet another Black Lives Matter, Pride Month, Critical Race Theory all rolled into a",3
86,87,2.0,4.0,DoctorZack,2023-06-23,"It looks good? It's not what I'd call bad? I just have no idea who this movie is actually for? Pixar movies are usually geared toward kids, but this is a racial-tension rom-com... thing?I'm more confused as to what the direction of this",2
87,88,5.0,10.0,Javaxe,2023-06-22,"Can't believe people are giving this movie a 0, wild. True, it isn't the best movie ever and its plot could be a little more interesting, but the animation is absolutely excellent and the voice acting was passable. The story does enough to",1
88,89,5.0,10.0,Jessica-Jones,2023-06-22,I'd been waiting for this movie for a long time and it did not disappoint. The A and B plots tied together nicely and neither felt forced. The romance was sweet and the characters were relatable. The pacing was excellent. The animation is,0
89,90,5.0,10.0,SimoneDeMartino,2023-06-22,"It'a great movie, one of the best I've seen in years (both live action and animated). It's a beautiful metaphor about racism, explaining it in such a smooth and sentimental way. I'm no fan of romances, but this film made me care about this",1
90,91,1.0,1.0,HonestReviews66,2023-06-22,Wokety woke woke. Wokey. Woke woke. #budlight #target Disney is toxic.Wokey woke.,4
